No,인증구분,인증기관,건물구분,건물용도,지역,주소,건물명,신청업체명,연면적,인증등급,인증일자,인증취소일자
539,예비인증,한국교육녹색환경연구원,주거용 이외,노유자시설,경기,경기 안산시 단원구 선부광장로 47,안산시 노동자 지원센터 건립사업,안산시청,3859.25,4,2025.06.30,-
540,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,경기,경기 의왕시 철도박물관로 37,현대자동차 생산기술연구개발1동,현대자동차(주) 의왕연구소,13703.62,5,2025.06.30,-
541,예비인증,한국환경건축연구원,주거용 이외,운동시설,대구,"대구광역시 남구 대명동  일반 1745-9, ",대명동 1745-9번지 문화시설,주식회사 제이에프개발,1924.1089,4,2025.06.30,-
542,예비인증,한국교육녹색환경연구원,주거용,공동주택,울산,울산 동구 번덕8길 156,울산동구 일산동 463 주상복합 신축공사(주거),주식회사 더프라임개발,36129.7631,5,2025.06.28,-
543,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,전북,"전북특별자치도 전주시  덕진구 인후동2가 , 견훤왕궁로 227",전주동북초 그린스마트스쿨 개축공사,전주교육지원청,6012.93,4,2025.06.27,-
544,예비인증,한국교육녹색환경연구원,주거용 이외,노유자시설,강원,강원특별자치도 강릉시 율곡로 3020,강릉시 근로자종합복지관,강릉시청 경제진흥과,2594.02,4,2025.06.27,-
545,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경북,경북 봉화군 법전면 법전로 100,법전면 행정문화복합센터,봉화군청,1253.08,4,2025.06.27,-
546,예비인증,한국건설생활환경시험연구원,주거용 이외,위험물 저장 및 처리 시설,인천,인천 서구 서곶로 723,인천 서구 백석동 주유소 신축공사(주1동),지에스칼텍스(주),522.96,4,2025.06.27,-
547,본인증,한국건설생활환경시험연구원,주거용 이외,노유자시설,경기,경기 수원시 팔달구 고매로 14,시립 고등동 어린이집,팔달115-3구역주택재개발정비사업조합,592.03,5,2025.06.26,-
548,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 고성군 현내면 송도진리 산 17-1, 해안1소초 병영생활관",(A067)해안1소초 병영생활관,국방시설본부,2019.49,5,2025.06.26,-
549,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,경북,경북 문경시 가은읍 가은2길 5,문경시 양산문화센터 소통공간,문경시청,593.82,4,2025.06.26,-
550,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,전남,"전라남도 영암군 군서면 동구림리 48-4, 외 2필지",군서면 기초생활거점 조성공사,영암군청,780.98,5,2025.06.26,-
551,예비인증,한국교육녹색환경연구원,주거용,공동주택,제주,"제주특별자치도 서귀포시 남원읍 태흥리 1760-18, ",남원 태흥 공공주택 건립사업,제주특별자치도개발공사,4364.3214,4,2025.06.26,-
552,예비인증,한국환경건축연구원,주거용 이외,운동시설,충남,"충청남도 아산시 실옥동  368 -42  , 외 10필지",아산 반다비체육센터 건립사업,아산시청,3553.18,1,2025.06.25,-
553,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경기,"경기도 광주시 목현동  249-37, 외 1필지",목현동 탄소중립 목재교육종합센터,광주시청,3390.12,4,2025.06.25,-
554,예비인증,한국건설생활환경시험연구원,주거용 이외,공장,경기,경기 고양시 일산동구 멱절길 227,GH Biz&고양,경기주택도시공사,201103.66,4,2025.06.25,-
555,예비인증,한국환경건축연구원,주거용 이외,운동시설,인천,"인천광역시 서구 당하동  8003-1, 검단신도시 지원시설용지 3-1,2","당하동 8003-1,2(검단신도시 지원3-1,2) 운동시설 및 판매시설",(주)제이엔제이파트너스,22287.98,4,2025.06.25,-
556,예비인증,한국부동산원,주거용 이외,국방·군사시설,경남,"경상남도 사천시 사천읍 중선리 일반 1-1, ",3비 B지구 간부식당 증축,국방시설본부,1076.59,5,2025.06.24,-
557,예비인증,한국녹색기후기술원,주거용 이외,공장,경북,"경상북도 예천군 지보면 매창리 592, 번지 외 12필지",예천 곤충양잠산업 거점단지 소재가공센터 신축공사,예천군청,1785.07,3,2025.06.24,-
558,예비인증,한국생산성본부인증원,주거용 이외,국방·군사시설,충남,"충청남도 계룡시 신도안면 용동리 376-1, 외 7필지 ",공군 기상단 병영식당,국방시설본부 충청시설단,793.20,5,2025.06.24,-
559,예비인증,한국부동산원,주거용 이외,공장,세종,"세종특별자치시 세종시 소정면 고등리 784, ",3H 세종공장 신축공사,주식회사 쓰리에이치,32549.47,2,2025.06.24,-
560,예비인증,한국교육녹색환경연구원,주거용 이외,업무시설,서울,서울 강남구 봉은사로 120,서울시 봉은사로 120 개발사업,마스턴제116호강남프리미어프로젝트금융투자주식회사,137511.8606,5,2025.06.24,-
561,예비인증,한국생산성본부인증원,주거용 이외,업무시설,전북,"전북특별자치도 순창군 순창읍 순화리 390, 외 9필지",순창군청 별관,순창군청,2210.76,4,2025.06.23,-
562,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,전남,전남 보성군 문덕면 장운길 40,문덕면 기초생활거점조성사업(마을회관),보성군청,637.56,4,2025.06.23,-
563,예비인증,한국녹색기후기술원,주거용 이외,운동시설,경북,"경상북도 영양군 일월면 도계리 82, ",일월면 소규모체육관 건립공사,영양군청,1130.28,4,2025.06.20,-
564,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,전남,"전라남도 영암군 삼호읍 용당리, 646-3번지 외 12필지",무기체계·전자공장,국방시설본부,3783.24,5,2025.06.20,-
565,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,전남,"전라남도 장성군 삼서면 학성리, 일원",의무대,국방시설본부,2587.59,4,2025.06.20,-
566,예비인증,한국생산성본부인증원,주거용 이외,공장,부산,부산 강서구 녹산산단261로73번길 48,농심 녹산 신공장(공장동-2),(주)농심 녹산공장,47790.81,5,2025.06.20,-
567,예비인증,한국환경건축연구원,주거용 이외,노유자시설,부산,"부산광역시 부산진구 개금동  221, 번지 외 3필지 (222,389-2, 392)",개금동 하하(HAHA)센터,부산진구청,1827.47,4,2025.06.20,-
568,예비인증,한국환경건축연구원,주거용 이외,노유자시설,강원,"강원특별자치도 인제군 인제읍 합강리 일반 98-5,  ",인제지역자활센터,인제군청,947.66,4,2025.06.19,-
569,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경남,경남 고성군 하이면 남일로 423,하이초 그린스마트 미래학교,경상남도고성교육지원청,2486.25,4,2025.06.19,-
570,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경북,"경상북도 김천시 어모면 다남리 일반 1469-2, ",친환경미래차부품전환지원센터,재단법인 경북테크노파크,2180.27,3,2025.06.19,-
571,예비인증,한국녹색기후기술원,주거용 이외,업무시설,전남,"전라남도 무안군 해제면 신정리, 18-5번지 외 2필지",해제면사무소 신청사,무안군청,1396.32,4,2025.06.19,-
572,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,인천,인천 미추홀구 주안로 129,농림축산검역본부 중부지역본부 국제표준실험실 건립사업,농림축산검역본부 중부지역본부,1707.83,3,2025.06.19,-
573,예비인증,한국교육녹색환경연구원,주거용,"임대주택(영구, 국민, 공공)",전남,"전라남도 완도군 신지면 대곡리 1946, ",완도지역전략산업지원주택건립사업,완도군청,2661.3351,3,2025.06.19,-
574,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 화천군 상서면 봉오리 505-1, 외 17필지",2군단 15사단 38여단 행정시설,국방시설본부,1075.2,5,2025.06.18,-
575,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,제주,제주특별자치도 제주시 구좌읍 김녕로 117,김녕초등학교 급식실 및 다목적체육관,제주시교육지원청,1640.81,3,2025.06.18,-
576,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,경남,"경상남도 창원시  마산회원구 내서읍 삼계리 20-1, 외 1필지",내서도서관,창원시청,5936.77,3,2025.06.18,-
577,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 평택시 서탄면 장등리 일반 364, (잡)",작근단 모듈러 간부숙소,국방시설본부,3415.04,4,2025.06.18,-
578,예비인증,한국교육녹색환경연구원,주거용 이외,운동시설,울산,"울산광역시 중구 남외동  일반 673, 번지 외 39필지",동천체육관 보조경기장,울산광역시청,1979.43,4,2025.06.18,-
579,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경북,경북 봉화군 춘양면 의양로1길 13,억지춘양 생활문화복합센터,봉화군청,1847.16,5,2025.06.17,-
580,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경북,"경상북도 울진군 근남면 수곡리 721-1, 외 6필지",국립울진동서트레일센터,남부지방산림청,775.30,5,2025.06.17,-
581,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,전남,"전라남도 영암군 삼호읍 용당리, 630번지 외 5필지",통합본관,국방시설본부,3478.20,4,2025.06.17,-
582,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,충남,"충청남도 홍성군 홍북읍 대동리 48-3, 외 2필지 (구 홍북초등학교 부지)",충청남도교육청 특수교육원 신축공사,충청남도교육청,"8,838.31",4,2025.06.17,-
583,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경기,"경기도 화성시 , 화성동탄2 C-27BL",화성동탄2 C-27BL 오피스텔,한국토지주택공사,12533.16,4,2025.06.17,-
584,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,대구,대구 수성구 달구벌대로 2512,범어동 206-3번지 근린생활시설,곽은화,4702.81,5,2025.06.17,-
585,예비인증,한국부동산원,주거용 이외,업무시설,서울,"서울특별시 강서구 마곡동  749-7, ",국립북한인권센터 건립사업,통일부,2400.02,4,2025.06.17,-
586,예비인증,한국녹색기후기술원,주거용,공동주택,경기,"경기도 화성시  일반, 화성동탄2 C-27BL",화성동탄2 C-27BL 공동주택,한국토지주택공사,87591.17,5,2025.06.17,-
587,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경기,"경기도 평택시 현덕면 운정리 267 -1   , ",(가칭)화양2고 신축공사,평택교육지원청,14473.22,3,2025.06.16,-
588,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경기,"경기도 이천시 관고동  501-8, , 501-10",이천시 로컬복합상생[신활력] 건립공사,이천시청 농업기술센터,1995.42,5,2025.06.16,-
589,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,인천,인천 부평구 부흥로144번길 30,산곡남초 급식소 증축공사,인천광역시북부교육지원청,922.75,3,2025.06.16,-
590,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,전남,"전라남도 완도군 완도읍 화흥리 840, ",화흥초 다목적교실,전라남도완도교육지원청,588.79,5,2025.06.13,-
591,예비인증,한국부동산원,주거용 이외,자원순환 관련 시설,충북,"충청북도 제천시 신동  642-3, ",제천시 소각시설 증설공사 (주민편익동),제천시청,745.12,5,2025.06.13,-
592,예비인증,한국부동산원,주거용 이외,교육연구시설,경기,"경기도 안성시 옥산동  일반 573, ",안성중학교,경기도안성교육지원청,11527.11,4,2025.06.13,-
593,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,인천,"인천광역시 부평구 구산동  일반 87-3,  외 173필지",수도군단 10화생방대대 개편사업 (행정동),국방시설본부,4056.14,4,2025.06.13,-
594,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,강원,"강원특별자치도 강릉시 연곡면 영진리 2   -3   , 외 2필지 [2-7, 2-18]",강릉시 영진항 영진센터 신축건물,한국어촌어항공단,628.75,5,2025.06.12,-
595,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경남,경남 합천군 합천읍 동서로 109,합천 행복드림센터,합천군청,650.86,5,2025.06.12,-
